Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.4859,Mon Sep 17 19:28:04 +0000 2018,0.792,0.0,0.208,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Tekiah? More like tech-iah, are we right?
(Yeah, we'll show ourselves out.)
https://t.co/78tDxoPs8e",426
0.4404,Mon Sep 17 19:18:04 +0000 2018,0.804,0.0,0.196,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Russia and Turkey said they'd create a demilitarized zone in Syria’s Idlib Province, the last significant piece of… https://t.co/amqSUfsfmT",427
0.0,Mon Sep 17 19:08:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Surging floodwaters from Florence have swept away part of a retaining wall holding back a pond of coal ash – which… https://t.co/cNZ4XVj2LR,428
0.0,Mon Sep 17 18:58:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Michael Bloomberg says he may run for president as a Democrat. But his views on banks, police tactics and #MeToo co… https://t.co/h0V1l73Sug",429
0.5719,Mon Sep 17 18:48:04 +0000 2018,0.684,0.098,0.218,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @NYTSports: German soccer has had an awful year. Can it recover in time to win hosting rights for the 2024 European Championship? https:…,430
0.0,Mon Sep 17 18:38:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","House Republicans will investigate reports that Brock Long, the administrator of FEMA, repeatedly misused governmen… https://t.co/RxoJu9PBrC",431
-0.4019,Mon Sep 17 18:28:01 +0000 2018,0.863,0.137,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The saltmarsh sparrow is in trouble as the sea level keeps rising, pushing tides higher and higher. https://t.co/SFlDaFptBe",432
-0.3182,Mon Sep 17 18:18:01 +0000 2018,0.892,0.108,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytimesworld: Taiwan denounced accusations by China that it is recruiting students as spies: “How could average exchange students posse…,433
0.4939,Mon Sep 17 18:08:04 +0000 2018,0.602,0.148,0.25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","How to help those affected by Typhoon Mangkhut: https://t.co/fksKlAFOqC
How to help those affected by Florence:… https://t.co/9wu0MYNnqS",434
0.0,Mon Sep 17 17:58:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump's next round of tariffs on China will be ""coming soon,"" according to Larry Kudlow, his economic adv… https://t.co/dEqLpKf2N7",435
0.1027,Mon Sep 17 17:48:02 +0000 2018,0.819,0.082,0.099,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTmag: In the long-awaited final volume of his epic novel, Karl Ove Knausgaard confronts the central mystery of autobiographical ficti…",436
0.0,Mon Sep 17 17:38:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","With the midterms fast approaching, Hillary Clinton has written a scathing critique of President Trump published in… https://t.co/8pP2X9nZBy",437
-0.4767,Mon Sep 17 17:28:02 +0000 2018,0.866,0.134,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In years past, Obamacare was the stuff of Republican attack ads. This time around, it's Democrats who are running o… https://t.co/vX5ieun4vG",438
-0.4939,Mon Sep 17 17:18:01 +0000 2018,0.856,0.144,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTStyles: ""Up until recently, one of my only productive strategies for working with fear was dressing with intention"" https://t.co/Dyb…",439
0.2235,Mon Sep 17 17:08:01 +0000 2018,0.924,0.0,0.076,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Before this week, Paul McCartney hadn't achieved a No. 1 album of his own in 36 years. To do it this time, he had t… https://t.co/Wpz9l5qIMY",440
0.0,Mon Sep 17 16:58:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesworld: “I’m not a king,” said Ethiopia's prime minister. “My ultimate objective is to see democratic elections in Ethiopia. If t…",441
0.0,Mon Sep 17 16:48:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Their podcast is about blockchain. But it's also about what it means to be working mothers who are trying to make a… https://t.co/M2rdlQ6xAj,442
0.0,Mon Sep 17 16:38:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",He spent about 50 years collecting Abraham Lincoln memorabilia. Now Harold Holzer is auctioning off almost everythi… https://t.co/IfbCsrrS0o,443
0.8516,Mon Sep 17 16:28:02 +0000 2018,0.672,0.0,0.328,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @KevinQ: Obviously @EliudKipchoge is the world's greatest marathoner, and he could absolutely win marathons while wearing cowboy boots.…",444
0.0,Mon Sep 17 16:18:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After Florence, days of record-breaking rain have pushed rivers over their banks. Water levels are unlikely to rece… https://t.co/GIKUrOEIDk",445
-0.2732,Mon Sep 17 16:03:20 +0000 2018,0.896,0.104,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Rep. Chris Collins, who was indicted on insider trading charges last month, reversed course and planned to announce… https://t.co/5z5EQ7R4b3",446
0.0,Mon Sep 17 15:58:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There were nearly 900 incidents last year in which someone was on the subway tracks or was hit by a train after get… https://t.co/LazalkKGyN,447
0.0,Mon Sep 17 15:48:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","On the internet, we can vicariously consume more stuff than we could ever actually buy. Are unboxing videos elimina… https://t.co/VqWiB6SZIj",448
0.0,Mon Sep 17 15:38:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytopinion: Just as many Americans are fed up with the economic status quo, so too are they fed up with business as usual in foreign po…",449
0.128,Mon Sep 17 15:28:05 +0000 2018,0.531,0.224,0.245,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Australian authorities vowed to shut down a popular music festival after 2 people died of suspected drug overdoses… https://t.co/RvJyr1A0lk,450
0.0,Mon Sep 17 15:18:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @alexburnsNYT: Bloomberg says if he runs for president, it’ll be as a Democrat

He’s about to begin ads pummeling House Republicans

Fir…",451
0.0,Mon Sep 17 15:08:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The trial of the Chicago police officer who shot Laquan McDonald is underway. Here's why Chicago is watching it so… https://t.co/IEZVs1CPGX,452
0.0,Mon Sep 17 14:58:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Marc Benioff, the billionaire who is buying Time magazine, explains why he's buying Time magazine  https://t.co/On8XArWfCZ",453
0.0,Mon Sep 17 14:48:36 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Florence's impact, in maps https://t.co/D5oUmcuT0u https://t.co/3n5bGPqHDI",454
-0.5859,Mon Sep 17 14:46:43 +0000 2018,0.826,0.174,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Breaking News: Judge Brett Kavanaugh said he was willing to speak with a Senate panel to answer assault allegations… https://t.co/T6UexK0GMu,455
0.6249,Mon Sep 17 14:38:01 +0000 2018,0.779,0.0,0.221,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @TimHerrera: We all want to be charming talkers who can work a room. Here are 3 steps to becoming one. https://t.co/J7A5E01AZy,456
0.0,Mon Sep 17 14:29:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Rwanda, untreated strep throat can evolve into a life-threatening heart condition. A team of doctors travels the… https://t.co/O4wyAoCzy0",457
-0.34,Mon Sep 17 14:18:31 +0000 2018,0.652,0.217,0.13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The woman who has accused Supreme Court nominee Brett Kavanaugh of sexual assault is willing to testify about her a… https://t.co/42A5jLRV59,458
-0.1531,Mon Sep 17 14:14:03 +0000 2018,0.776,0.125,0.099,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","North Korea is making nuclear fuel and building weapons as actively as ever, evidence suggests. But Kim Jong-un now… https://t.co/AnWCUqCoT0",459
-0.8126,Mon Sep 17 14:00:05 +0000 2018,0.709,0.291,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The center of Tropical Depression Florence has left the Carolinas. But the chaos that the storm unleashed is nowher… https://t.co/1ccA33RjNX,460
0.0,Mon Sep 17 13:46:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",People across Australia have bitten into store-bought strawberries in recent weeks and found needles hidden inside https://t.co/CCtztjmFZ2,461
-0.7184,Mon Sep 17 13:30:13 +0000 2018,0.7,0.3,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Kellyanne Conway said the woman who accused Brett Kavanaugh of sexual assault ""will be heard"" https://t.co/IzXkZ0gNyU",462
-0.4939,Mon Sep 17 13:14:02 +0000 2018,0.724,0.276,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Video: The North Carolina governor warned the ""risk to life is rising"" https://t.co/vFW8niIGK5",463
0.0,Mon Sep 17 13:00:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/RLfhCySdeL https://t.co/A1piAVisgv,464
0.7964,Mon Sep 17 12:44:06 +0000 2018,0.677,0.0,0.323,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @TinaJordanNYT: I had the chance to ask reclusive author Robert Galbraith – good friend of @jk_rowling — a few questions about his Cormo…,465
0.0,Mon Sep 17 12:30:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",See inside Typhoon Mangkhut in 3-D  https://t.co/v8yLCgjxOy https://t.co/W4MgffJfDn,466
-0.4215,Mon Sep 17 12:20:06 +0000 2018,0.877,0.123,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Eliud Kipchoge, who is widely regarded as the most dominant distance runner of the modern era, broke the world reco… https://t.co/hjOfk4QajI",467
-0.9022,Mon Sep 17 12:11:03 +0000 2018,0.631,0.369,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A man was killed by a shark off Cape Cod over the weekend in the first fatal shark attack in Massachusetts since 19… https://t.co/IEzMGvM011,468
0.2023,Mon Sep 17 12:00:06 +0000 2018,0.904,0.0,0.096,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Your daily @DealBook Briefing:

• Top business donors break from the GOP. 

• Marc Benioff is the latest billionair… https://t.co/SG8TJ46iTZ",469
0.5499,Mon Sep 17 11:45:07 +0000 2018,0.822,0.0,0.178,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""It's easy to say, 'I love God,' but put on your boots, get your hands dirty,"" said a pastor in flood-sunken New Be… https://t.co/aw2ftjMTiX",470
-0.5719,Mon Sep 17 11:30:12 +0000 2018,0.802,0.198,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","There's no doubt Tesla and Elon Musk have plenty of detractors, especially on Twitter. But many of those who believ… https://t.co/StcfVkEOMN",471
-0.5994,Mon Sep 17 11:20:04 +0000 2018,0.722,0.213,0.065,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The man stood casually on the subway tracks, his face showing no sign of terror as he stared down a 360-ton train https://t.co/txN6Dgosce",472
-0.6249,Mon Sep 17 11:11:05 +0000 2018,0.796,0.204,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",North Carolina is facing a statewide crisis as Hurricane Florence slowly ravages the South. Here's what's happening… https://t.co/1PV2hsHKQt,473
0.0772,Mon Sep 17 11:00:18 +0000 2018,0.936,0.0,0.064,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Molly Kelly fended off a challenge from the left this week to become the Democratic nominee for New Hampshire's gov… https://t.co/lP1OPuCuZw,474
0.0772,Mon Sep 17 10:45:02 +0000 2018,0.812,0.086,0.102,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Soon-Yi Previn said starting a relationship with Woody Allen, who once dated her mother, created ""a moral dilemma"" https://t.co/bghcPMUss7",475
0.0,Mon Sep 17 10:30:10 +0000 2018,0.787,0.106,0.106,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","There has been another huge misinformation campaign online before an election, this time in Macedonia, and the U.S.… https://t.co/I2qWkVCs9B",476
-0.2732,Mon Sep 17 10:20:11 +0000 2018,0.632,0.225,0.142,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A woman who accuses Supreme Court nominee Brett M. Kavanaugh of sexually assaulting her when both were high school… https://t.co/R0FH6nzgBJ,477
0.0,Mon Sep 17 10:10:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Michael Bloomberg may run for President as a Democrat. His views on policing and #MeToo could be a problem.… https://t.co/q4ZueDZJRy,478
0.0,Mon Sep 17 10:00:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/qFjVAjZXqa https://t.co/2eee78gcDu,479
0.0,Mon Sep 17 09:44:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesworld: Museums are where we tell stories about ourselves -- about who we are as individuals, communities, nations, even as a spe…",480
-0.3612,Mon Sep 17 09:41:05 +0000 2018,0.751,0.154,0.095,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""North Korea will highlight the discrepancy: 'Why do the American troops remain in Korea now that the war has ended… https://t.co/mye3xrsWOZ",481
0.4939,Mon Sep 17 09:15:06 +0000 2018,0.744,0.083,0.174,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @JackEwingNYT: I still say the evolution of the Beetle from Nazi propaganda project to counterculture phenomenon was the greatest rebran…,482
0.5267,Mon Sep 17 09:00:17 +0000 2018,0.804,0.0,0.196,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",7 years after @sweden began giving ordinary Swedes the chance to be the more-or-less official voice of the nation o… https://t.co/sX5smUK5fn,483
0.4019,Mon Sep 17 08:31:56 +0000 2018,0.856,0.0,0.144,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The first full-dress retrospective in North America devoted to the French painter Eugène Delacroix, a complex, enig… https://t.co/o3TiIOJ7QZ",484
-0.128,Mon Sep 17 08:15:03 +0000 2018,0.664,0.199,0.137,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How do companies regain public trust after something goes seriously wrong? We looked at how Tylenol responded after… https://t.co/SYCHe8Pq5D,485
-0.6124,Mon Sep 17 08:00:11 +0000 2018,0.773,0.227,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Russia spy scandal has claimed another victim: debutantes. Organizers have pulled the plug on the annual Russia… https://t.co/SMN2h5Zhih,486
-0.8523,Mon Sep 17 07:46:56 +0000 2018,0.659,0.341,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @stevenleemyers: In Yangjiang, broken glass, downed branches and the remains of a giant sign, but damage seems less severe than feared.…",487
-0.3818,Mon Sep 17 07:45:05 +0000 2018,0.874,0.126,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 230,000 infants were treated in emergency rooms for injuries incurred while using infant walkers from 199… https://t.co/MFGUyGy6yl",488
-0.34,Mon Sep 17 07:30:06 +0000 2018,0.888,0.112,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The air travel disruptions that rippled across Asia from the storm continued into Monday. Some flights arrived at a… https://t.co/9aaUoDS7Hi,489
0.8341,Mon Sep 17 07:15:03 +0000 2018,0.554,0.0,0.446,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",3 concrete tips that will help you become a more engaged — and enjoyable — conversation partner https://t.co/uwNnJLt7mj,490
-0.6705,Mon Sep 17 07:00:04 +0000 2018,0.756,0.244,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","As President Trump ratchets up the trade war with Beijing, Wall Street’s words are falling on deaf ears https://t.co/jfxngSxQAW",491
0.7964,Mon Sep 17 06:59:48 +0000 2018,0.705,0.0,0.295,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @davidenrich: This is my favorite page in today’s superb @nytimesbusiness section on the financial crisis’s 10th anniversary. https://t.…,492
0.0,Mon Sep 17 06:45:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A day after Typhoon Mangkhut tore through the Philippines, officials began to discover that the human toll from the… https://t.co/AHhlYa8wmm",493
-0.2732,Mon Sep 17 06:30:07 +0000 2018,0.87,0.13,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",U.S. prosecutors have quietly dismissed charges against a former Senegalese government official in a Chinese energy… https://t.co/D8NiOQxkPz,494
0.0,Mon Sep 17 06:15:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After 5 elections over 17 years, costing about $1 billion, Afghanistan still lacks the most basic consensus on how… https://t.co/WbUAx9w1Ey",495
-0.6243,Mon Sep 17 06:00:06 +0000 2018,0.83,0.17,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","With the deal for Time, the Benioffs have picked up one of the most storied — but struggling — publications in the… https://t.co/A3h9pSGKYQ",496
-0.4215,Mon Sep 17 05:45:04 +0000 2018,0.882,0.118,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Eliud Kipchoge of Kenya broke the world record for the marathon by more than a minute on Sunday. Read our profile o… https://t.co/NXNJwqmKBR,497
-0.2732,Mon Sep 17 05:30:04 +0000 2018,0.729,0.158,0.113,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Dozens of Times journalists are covering the powerful storms that are wreaking havoc on opposite sides of the world… https://t.co/q7fKsCBLCh,498
0.0,Mon Sep 17 05:15:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Maps of Hurricane Florence's impact tracking the record amount of rainfall, wind and power outages https://t.co/hlCpaDvUvI",499
